Sample	Taxon	Rank	Counts	Percent
701895000_NA0019790607_4_mouth	Capnocytophaga genosp. AHN8471	species	9	0.0172327959254
701895000_NA0019790607_4_mouth	Alistipes shahii	species	2	0.00382951020564
701895000_NA0019790607_4_mouth	Bacteroides finegoldii	species	32	0.0612721632903
701895000_NA0019790607_4_mouth	Peptostreptococcus stomatis	species	29	0.0555278979818
701895000_NA0019790607_4_mouth	Bergeyella sp. AF14	species	84	0.160839428637
701895000_NA0019790607_4_mouth	Roseburia inulinivorans	species	4	0.00765902041129
701895000_NA0019790607_4_mouth	Aggregatibacter	genus	392	0.750584000306
701895000_NA0019790607_4_mouth	Streptococcus sp. 11aTha1	species	6352	12.1625244131
701895000_NA0019790607_4_mouth	Blautia wexlerae	species	33	0.0631869183931
701895000_NA0019790607_4_mouth	Veillonella rogosae	species	32	0.0612721632903
701895000_NA0019790607_4_mouth	Prevotella nanceiensis	species	125	0.239344387853
701895000_NA0019790607_4_mouth	Prevotella maculosa	species	6	0.0114885306169
701895000_NA0019790607_4_mouth	Bacteroides sp. EBA5-17	species	9	0.0172327959254
701895000_NA0019790607_4_mouth	Lachnoanaerobaculum saburreum	species	8	0.0153180408226
701895000_NA0019790607_4_mouth	Parasutterella excrementihominis	species	10	0.0191475510282
701895000_NA0019790607_4_mouth	Synergistetes	phylum	138	0.264236204189
701895000_NA0019790607_4_mouth	Olsenella sp. F0004	species	11	0.021062306131
701895000_NA0019790607_4_mouth	Erysipelotrichia	class	41	0.0785049592157
701895000_NA0019790607_4_mouth	Erysipelotrichales	order	41	0.0785049592157
701895000_NA0019790607_4_mouth	Mycoplasma sp. M221-9	species	69	0.132118102095
701895000_NA0019790607_4_mouth	Clostridiales incertae sedis	no_rank	89	0.170413204151
701895000_NA0019790607_4_mouth	Bacillales incertae sedis	no_rank	1814	3.47336575652
701895000_NA0019790607_4_mouth	Bacillales Family XI. Incertae Sedis	no_rank	1814	3.47336575652
701895000_NA0019790607_4_mouth	Ruminococcaceae	family	804	1.53946310267
701895000_NA0019790607_4_mouth	Parvimonas	genus	98	0.187646000077
701895000_NA0019790607_4_mouth	Clostridiales Family XIII. Incertae Sedis	family	89	0.170413204151
701895000_NA0019790607_4_mouth	Tenericutes	phylum	69	0.132118102095
701895000_NA0019790607_4_mouth	Actinomyces oris	species	86	0.164668938843
701895000_NA0019790607_4_mouth	Leptotrichia hongkongensis	species	25	0.0478688775706
701895000_NA0019790607_4_mouth	Propionibacterium acidifaciens	species	10	0.0191475510282
701895000_NA0019790607_4_mouth	Blautia	genus	164	0.314019836863
701895000_NA0019790607_4_mouth	Parasutterella	genus	10	0.0191475510282
701895000_NA0019790607_4_mouth	Roseburia sp. 11SE38	species	11	0.021062306131
701895000_NA0019790607_4_mouth	Lautropia sp. TeTO	species	149	0.285298510321
701895000_NA0019790607_4_mouth	Anaerostipes hadrus	species	17	0.032550836748
701895000_NA0019790607_4_mouth	Synergistia	class	138	0.264236204189
701895000_NA0019790607_4_mouth	Synergistales	order	138	0.264236204189
701895000_NA0019790607_4_mouth	Synergistaceae	family	138	0.264236204189
701895000_NA0019790607_4_mouth	Klebsiella sp. B12	species	10	0.0191475510282
701895000_NA0019790607_4_mouth	Fretibacterium fastidiosum	species	36	0.0689311837016
701895000_NA0019790607_4_mouth	Alloprevotella rava	species	46	0.0880787347298
701895000_NA0019790607_4_mouth	Veillonella sp. oral taxon 780	species	56	0.107226285758
701895000_NA0019790607_4_mouth	Streptococcus anginosus group	species group	45	0.086163979627
701895000_NA0019790607_4_mouth	Bacteroides faecis	species	6	0.0114885306169
701895000_NA0019790607_4_mouth	Capnocytophaga sp. oral taxon 329	species	31	0.0593574081875
701895000_NA0019790607_4_mouth	Capnocytophaga sp. oral taxon 338	species	11	0.021062306131
701895000_NA0019790607_4_mouth	Actinomyces sp. oral taxon 448	species	4	0.00765902041129
701895000_NA0019790607_4_mouth	Desulfobulbus sp. oral taxon 041	species	21	0.0402098571593
701895000_NA0019790607_4_mouth	Oribacterium sp. oral taxon 108	species	12	0.0229770612339
701895000_NA0019790607_4_mouth	Peptococcus sp. oral taxon 168	species	6	0.0114885306169
701895000_NA0019790607_4_mouth	Streptococcus sp. oral taxon G63	species	6	0.0114885306169
701895000_NA0019790607_4_mouth	Tannerella sp. oral taxon HOT-286	species	10	0.0191475510282
701895000_NA0019790607_4_mouth	Leptotrichia sp. PG10	species	4	0.00765902041129
701895000_NA0019790607_4_mouth	Leptotrichia sp. PTE15	species	70	0.134032857198
701895000_NA0019790607_4_mouth	Stomatobaculum longum	species	5	0.00957377551411
701895000_NA0019790607_4_mouth	Blautia stercoris	species	2	0.00382951020564
701895000_NA0019790607_4_mouth	Blautia faecis	species	23	0.0440393673649
701895000_NA0019790607_4_mouth	Selenomonadales	order	131	0.25083291847
701895000_NA0019790607_4_mouth	Negativicutes	class	6747	12.9188526787
701895000_NA0019790607_4_mouth	Veillonella sp. CM60	species	48	0.0919082449355
701895000_NA0019790607_4_mouth	Fusobacterium sp. ACB2	species	27	0.0516983877762
701895000_NA0019790607_4_mouth	Oribacterium sp. CM12	species	348	0.666334775782
701895000_NA0019790607_4_mouth	Veillonella sp. MSA12	species	110	0.21062306131
701895000_NA0019790607_4_mouth	Lachnoanaerobaculum sp. OBRC5-5	species	19	0.0363803469536
701895000_NA0019790607_4_mouth	Sutterellaceae	family	15	0.0287213265423
701895000_NA0019790607_4_mouth	Fusobacterium sp. OBRC1	species	568	1.0875808984
701895000_NA0019790607_4_mouth	Veillonella sp. JL-2	species	44	0.0842492245242
701895000_NA0019790607_4_mouth	Actinomyces sp. ICM58	species	22	0.0421246122621
701895000_NA0019790607_4_mouth	Neisseria oralis	species	397	0.76015777582
701895000_NA0019790607_4_mouth	Actinomyces sp. ph3	species	10	0.0191475510282
701895000_NA0019790607_4_mouth	Leptotrichiaceae	family	576	1.10289893923
701895000_NA0019790607_4_mouth	Fusicatenibacter saccharivorans	species	64	0.122544326581
701895000_NA0019790607_4_mouth	Streptococcus sp. I-G2	species	81	0.155095163329
701895000_NA0019790607_4_mouth	Streptococcus sp. I-P16	species	4	0.00765902041129
701895000_NA0019790607_4_mouth	Lachnoanaerobaculum	genus	27	0.0516983877762
701895000_NA0019790607_4_mouth	Streptococcus sp. GMD5S	species	14	0.0268065714395
701895000_NA0019790607_4_mouth	Streptococcus sp. GMD6S	species	30	0.0574426530847
701895000_NA0019790607_4_mouth	Streptococcus sp. HPH0090	species	7	0.0134032857198
701895000_NA0019790607_4_mouth	Stomatobaculum	genus	72	0.137862367403
701895000_NA0019790607_4_mouth	Atopobium sp. S4-A11a	species	3	0.00574426530847
701895000_NA0019790607_4_mouth	Peptostreptococcus sp. MV1	species	11	0.021062306131
701895000_NA0019790607_4_mouth	Streptococcus sp. 2011_Oral_MS_A3	species	2224	4.25841534868
701895000_NA0019790607_4_mouth	Veillonella sp. 2011_Oral_VSA_B12	species	27	0.0516983877762
701895000_NA0019790607_4_mouth	Veillonella sp. 2011_Oral_VSA_D3	species	2504	4.79454677747
701895000_NA0019790607_4_mouth	Rothia sp. THG-N7	species	824	1.57775820473
701895000_NA0019790607_4_mouth	Alloprevotella	genus	226	0.432734653238
701895000_NA0019790607_4_mouth	Porphyromonas sp. S8 86-12	species	8	0.0153180408226
701895000_NA0019790607_4_mouth	Candidatus Saccharimonas	genus	48	0.0919082449355
701895000_NA0019790607_4_mouth	Fusicatenibacter	genus	75	0.143606632712
701895000_NA0019790607_4_mouth	Tessaracoccus lapidicaptus	species	17	0.032550836748
701895000_NA0019790607_4_mouth	Fretibacterium	genus	136	0.260406693984
701895000_NA0019790607_4_mouth	Peptoclostridium	genus	42	0.0804197143185
701895000_NA0019790607_4_mouth	Romboutsia	genus	87	0.166583693946
701895000_NA0019790607_4_mouth	Erysipelatoclostridium	genus	17	0.032550836748
701895000_NA0019790607_4_mouth	Peptoniphilaceae	family	98	0.187646000077
701895000_NA0019790607_4_mouth	Eggerthellales	order	2	0.00382951020564
701895000_NA0019790607_4_mouth	Atopobiaceae	family	14	0.0268065714395
701895000_NA0019790607_4_mouth	Eggerthellaceae	family	2	0.00382951020564
701895000_NA0019790607_4_mouth	Akkermansiaceae	family	15	0.0287213265423
701895000_NA0019790607_4_mouth	Tissierellia	class	98	0.187646000077
701895000_NA0019790607_4_mouth	Tissierellales	order	98	0.187646000077
701895000_NA0019790607_4_mouth	Bacteria candidate phyla	no_rank	101	0.193390265385
701895000_NA0019790607_4_mouth	PVC group	no_rank	15	0.0287213265423
701895000_NA0019790607_4_mouth	FCB group	no_rank	4977	9.52973614675
701895000_NA0019790607_4_mouth	Terrabacteria group	no_rank	27265	52.2057978785
701895000_NA0019790607_4_mouth	Veillonellales	order	6616	12.6680197603
701895000_NA0019790607_4_mouth	Selenomonadaceae	family	131	0.25083291847
701895000_NA0019790607_4_mouth	Odoribacteraceae	family	2	0.00382951020564
701895000_NA0019790607_4_mouth	Clostridioides	genus	5	0.00957377551411
701895000_NA0019790607_4_mouth	Pseudopropionibacterium	genus	2	0.00382951020564
701895000_NA0019790607_4_mouth	Tannerellaceae	family	88	0.168498449048
711894952_NA0019790626_4_mouth	root	root	89719	100.0
711894952_NA0019790626_4_mouth	Bacteria	superkingdom	89719	100.0
711894952_NA0019790626_4_mouth	Spirochaetales	order	419	0.467013676033
711894952_NA0019790626_4_mouth	Campylobacter	genus	562	0.626400205085
711894952_NA0019790626_4_mouth	Campylobacter concisus	species	331	0.368929658155
711894952_NA0019790626_4_mouth	Campylobacter rectus	species	126	0.140438480144
711894952_NA0019790626_4_mouth	Neisseriaceae	family	16349	18.2224500942
711894952_NA0019790626_4_mouth	Neisseria	genus	16268	18.1321682141
711894952_NA0019790626_4_mouth	Neisseria cinerea	species	39	0.0434690533778
711894952_NA0019790626_4_mouth	Neisseria mucosa	species	13606	15.1651266733
711894952_NA0019790626_4_mouth	Neisseria elongata	species	56	0.062417102286
711894952_NA0019790626_4_mouth	Neisseria macacae	species	2017	2.24813027341
711894952_NA0019790626_4_mouth	Kingella oralis	species	22	0.0245210044695
711894952_NA0019790626_4_mouth	Eikenella	genus	59	0.0657608756228
711894952_NA0019790626_4_mouth	Eikenella corrodens	species	59	0.0657608756228
711894952_NA0019790626_4_mouth	Pasteurellaceae	family	10971	12.2281790925
711894952_NA0019790626_4_mouth	Actinobacillus	genus	64	0.071333831184
711894952_NA0019790626_4_mouth	Aggregatibacter actinomycetemcomitans	species	140	0.156042755715
711894952_NA0019790626_4_mouth	Haemophilus	genus	10107	11.2651723715
711894952_NA0019790626_4_mouth	Haemophilus influenzae	species	430	0.479274178268
711894952_NA0019790626_4_mouth	Haemophilus parainfluenzae	species	9667	10.7747522821
711894952_NA0019790626_4_mouth	Aggregatibacter aphrophilus	species	317	0.353325382583
711894952_NA0019790626_4_mouth	Aggregatibacter segnis	species	343	0.382304751502
711894952_NA0019790626_4_mouth	Bacteroidaceae	family	2	0.0022291822245
711894952_NA0019790626_4_mouth	Bacteroides	genus	2	0.0022291822245
711894952_NA0019790626_4_mouth	Campylobacter gracilis	species	105	0.117032066786
711894952_NA0019790626_4_mouth	Porphyromonas	genus	3380	3.76731795941
711894952_NA0019790626_4_mouth	Prevotella	genus	2455	2.73632118057
711894952_NA0019790626_4_mouth	Fusobacterium	genus	2527	2.81657174066
711894952_NA0019790626_4_mouth	Fusobacterium nucleatum	species	51	0.0568441467248
711894952_NA0019790626_4_mouth	Fusobacterium periodonticum	species	1342	1.49578127264
711894952_NA0019790626_4_mouth	Cardiobacteriaceae	family	6	0.0066875466735
711894952_NA0019790626_4_mouth	Desulfobulbus	genus	16	0.017833457796
711894952_NA0019790626_4_mouth	Megasphaera	genus	158	0.176105395736
711894952_NA0019790626_4_mouth	Selenomonas	genus	36	0.040125280041
711894952_NA0019790626_4_mouth	Bacteroidetes	phylum	8915	9.93657976571
711894952_NA0019790626_4_mouth	Capnocytophaga	genus	323	0.360012929257
711894952_NA0019790626_4_mouth	Capnocytophaga gingivalis	species	43	0.0479274178268
711894952_NA0019790626_4_mouth	Capnocytophaga ochracea	species	49	0.0546149645003
711894952_NA0019790626_4_mouth	Capnocytophaga sputigena	species	141	0.157157346827
711894952_NA0019790626_4_mouth	Proteobacteria	phylum	28033	31.2453326497
711894952_NA0019790626_4_mouth	Gammaproteobacteria	class	10977	12.2348666392
711894952_NA0019790626_4_mouth	Firmicutes	phylum	44084	49.1356345924
711894952_NA0019790626_4_mouth	Peptostreptococcus	genus	94	0.104771564552
711894952_NA0019790626_4_mouth	Sarcina	genus	32	0.035666915592
711894952_NA0019790626_4_mouth	Micrococcaceae	family	1404	1.5648859216
711894952_NA0019790626_4_mouth	Staphylococcus	genus	2	0.0022291822245
711894952_NA0019790626_4_mouth	Streptococcaceae	family	23460	26.1483074934
711894952_NA0019790626_4_mouth	Streptococcus	genus	23443	26.1293594445
711894952_NA0019790626_4_mouth	Streptococcus gordonii	species	36	0.040125280041
711894952_NA0019790626_4_mouth	Streptococcus thermophilus	species	19	0.0211772311328
711894952_NA0019790626_4_mouth	Streptococcus mutans	species	27	0.0300939600308
711894952_NA0019790626_4_mouth	Streptococcus parasanguinis	species	6623	7.38193693643
711894952_NA0019790626_4_mouth	Gemella	genus	3654	4.07271592416
711894952_NA0019790626_4_mouth	Atopobium	genus	22	0.0245210044695
711894952_NA0019790626_4_mouth	Atopobium rimae	species	10	0.0111459111225
711894952_NA0019790626_4_mouth	Bacillales	order	3656	4.07494510639
711894952_NA0019790626_4_mouth	Corynebacteriaceae	family	456	0.508253547186
711894952_NA0019790626_4_mouth	Actinomyces	genus	1589	1.77108527737
711894952_NA0019790626_4_mouth	Actinomyces viscosus	species	204	0.227376586899
711894952_NA0019790626_4_mouth	Actinomyces israelii	species	30	0.0334377333675
711894952_NA0019790626_4_mouth	Actinomyces odontolyticus	species	1039	1.15806016563
711894952_NA0019790626_4_mouth	Corynebacterium	genus	456	0.508253547186
711894952_NA0019790626_4_mouth	Propionibacterium	genus	9	0.0100313200103
711894952_NA0019790626_4_mouth	Cutibacterium acnes	species	343	0.382304751502
711894952_NA0019790626_4_mouth	Pseudopropionibacterium propionicum	species	5	0.00557295556125
711894952_NA0019790626_4_mouth	Actinobacteria	class	3899	4.34579074666
711894952_NA0019790626_4_mouth	Mycobacteriaceae	family	79	0.0880526978678
711894952_NA0019790626_4_mouth	Mycobacterium	genus	30	0.0334377333675
711894952_NA0019790626_4_mouth	Actinomycetales	order	1589	1.77108527737
711894952_NA0019790626_4_mouth	Rothia dentocariosa	species	64	0.071333831184
711894952_NA0019790626_4_mouth	Actinomycetaceae	family	1589	1.77108527737
711894952_NA0019790626_4_mouth	Mycoplasmatales	order	98	0.109229929001
711894952_NA0019790626_4_mouth	Mycoplasmataceae	family	98	0.109229929001
711894952_NA0019790626_4_mouth	Mycoplasma	genus	98	0.109229929001
711894952_NA0019790626_4_mouth	Mycoplasma salivarium	species	9	0.0100313200103
711894952_NA0019790626_4_mouth	unclassified Bacteria	no_rank	136	0.151584391266
711894952_NA0019790626_4_mouth	Cardiobacterium	genus	6	0.0066875466735
711894952_NA0019790626_4_mouth	Vagococcus	genus	5	0.00557295556125
711894952_NA0019790626_4_mouth	Peptococcus	genus	12	0.013375093347
711894952_NA0019790626_4_mouth	Tannerella forsythia	species	82	0.0913964712045
711894952_NA0019790626_4_mouth	Porphyromonas endodontalis	species	159	0.177219986848
711894952_NA0019790626_4_mouth	Prevotella intermedia	species	274	0.305397964757
711894952_NA0019790626_4_mouth	Prevotella nigrescens	species	185	0.206199355766
711894952_NA0019790626_4_mouth	Prevotella oris	species	73	0.0813651511943
711894952_NA0019790626_4_mouth	Prevotella oulorum	species	7	0.00780213778575
711894952_NA0019790626_4_mouth	Betaproteobacteria	class	16475	18.3628885743
711894952_NA0019790626_4_mouth	Deltaproteobacteria	class	16	0.017833457796
711894952_NA0019790626_4_mouth	Neisseria subflava	species	7	0.00780213778575
711894952_NA0019790626_4_mouth	Gemella morbillorum	species	3608	4.021444733
711894952_NA0019790626_4_mouth	Veillonella	genus	11090	12.3608154349
711894952_NA0019790626_4_mouth	Veillonella parvula	species	6358	7.08657029169
711894952_NA0019790626_4_mouth	Epsilonproteobacteria	class	565	0.629743978422
711894952_NA0019790626_4_mouth	Bifidobacteriaceae	family	2	0.0022291822245
711894952_NA0019790626_4_mouth	Propionibacteriaceae	family	369	0.41128412042
711894952_NA0019790626_4_mouth	Mollicutes	class	98	0.109229929001
711894952_NA0019790626_4_mouth	Veillonellaceae	family	11301	12.5959941595
711894952_NA0019790626_4_mouth	Clostridiaceae	family	32	0.035666915592
711894952_NA0019790626_4_mouth	Fusobacteria	phylum	3841	4.28114446215
711894952_NA0019790626_4_mouth	Leptotrichia	genus	1314	1.4645727215
711894952_NA0019790626_4_mouth	Rothia	genus	1404	1.5648859216
711894952_NA0019790626_4_mouth	Kingella	genus	22	0.0245210044695
711894952_NA0019790626_4_mouth	Parvimonas micra	species	184	0.205084764654
711894952_NA0019790626_4_mouth	Neisseria flava	species	31	0.0345523244798
711894952_NA0019790626_4_mouth	Mogibacterium timidum	species	35	0.0390106889288
711894952_NA0019790626_4_mouth	Dialister	genus	41	0.0456982356023
711894952_NA0019790626_4_mouth	Dialister pneumosintes	species	15	0.0167188666838
711894952_NA0019790626_4_mouth	Leptotrichia buccalis	species	145	0.161615711276
711894952_NA0019790626_4_mouth	Porphyromonas catoniae	species	3138	3.49758691024
711894952_NA0019790626_4_mouth	Corynebacterium matruchotii	species	382	0.42577380488
711894952_NA0019790626_4_mouth	Johnsonella	genus	102	0.11368829345
711894952_NA0019790626_4_mouth	Johnsonella ignava	species	13	0.0144896844593
711894952_NA0019790626_4_mouth	Catonella	genus	107	0.119261249011
711894952_NA0019790626_4_mouth	Catonella morbi	species	105	0.117032066786
711894952_NA0019790626_4_mouth	Filifactor	genus	107	0.119261249011
711894952_NA0019790626_4_mouth	Capnocytophaga granulosa	species	39	0.0434690533778
711894952_NA0019790626_4_mouth	Abiotrophia	genus	93	0.103656973439
711894952_NA0019790626_4_mouth	Granulicatella adiacens	species	3356	3.74056777271
711894952_NA0019790626_4_mouth	Abiotrophia defectiva	species	93	0.103656973439
711894952_NA0019790626_4_mouth	Bacteroides stercoris	species	2	0.0022291822245
711894952_NA0019790626_4_mouth	Lautropia	genus	124	0.138209297919
711894952_NA0019790626_4_mouth	Flavobacteriaceae	family	482	0.537232916105
711894952_NA0019790626_4_mouth	Actinobacillus porcinus	species	61	0.0679900578473
711894952_NA0019790626_4_mouth	Actinomyces denticolens	species	6	0.0066875466735
711894952_NA0019790626_4_mouth	Actinomyces meyeri	species	34	0.0378960978165
711894952_NA0019790626_4_mouth	Actinomyces graevenitzii	species	42	0.0468128267145
711894952_NA0019790626_4_mouth	Bergeyella	genus	159	0.177219986848
711894952_NA0019790626_4_mouth	Prevotella pallens	species	187	0.208428537991
711894952_NA0019790626_4_mouth	Corynebacterium durum	species	74	0.0824797423065
711894952_NA0019790626_4_mouth	Bacteroidetes/Chlorobi group	no_rank	8915	9.93657976571
711894952_NA0019790626_4_mouth	delta/epsilon subdivisions	subphylum	581	0.647577436218
711894952_NA0019790626_4_mouth	Streptococcus peroris	species	2	0.0022291822245
711894952_NA0019790626_4_mouth	Campylobacteraceae	family	562	0.626400205085
711894952_NA0019790626_4_mouth	Tessaracoccus	genus	12	0.013375093347
711894952_NA0019790626_4_mouth	Rhodocyclaceae	family	2	0.0022291822245
711894952_NA0019790626_4_mouth	Alloprevotella tannerae	species	96	0.107000746776
711894952_NA0019790626_4_mouth	Scardovia inopinata	species	2	0.0022291822245
711894952_NA0019790626_4_mouth	Burkholderiales	order	124	0.138209297919
711894952_NA0019790626_4_mouth	Enterococcaceae	family	5	0.00557295556125
711894952_NA0019790626_4_mouth	Vagococcus lutrae	species	5	0.00557295556125
711894952_NA0019790626_4_mouth	Centipeda	genus	117	0.130407160133
711894952_NA0019790626_4_mouth	Centipeda periodontii	species	90	0.100313200103
711894952_NA0019790626_4_mouth	Propionivibrio	genus	2	0.0022291822245
711894952_NA0019790626_4_mouth	Coriobacteriia	class	33	0.0367815067043
711894952_NA0019790626_4_mouth	Coriobacteriales	order	33	0.0367815067043
711894952_NA0019790626_4_mouth	Bifidobacteriales	order	2	0.0022291822245
711894952_NA0019790626_4_mouth	Micrococcales	order	1404	1.5648859216
711894952_NA0019790626_4_mouth	Corynebacteriales	order	535	0.596306245054
711894952_NA0019790626_4_mouth	Propionibacteriales	order	369	0.41128412042
711894952_NA0019790626_4_mouth	Mogibacterium	genus	79	0.0880526978678
711894952_NA0019790626_4_mouth	Mogibacterium pumilum	species	44	0.049042008939
711894952_NA0019790626_4_mouth	Staphylococcaceae	family	2	0.0022291822245
711894952_NA0019790626_4_mouth	Bacilli	class	30590	34.0953421237
711894952_NA0019790626_4_mouth	Candidatus Saccharibacteria	phylum	136	0.151584391266
711894952_NA0019790626_4_mouth	Solobacterium moorei	species	93	0.103656973439
711894952_NA0019790626_4_mouth	Streptococcus australis	species	5	0.00557295556125
711894952_NA0019790626_4_mouth	Granulicatella	genus	3376	3.76285959496
711894952_NA0019790626_4_mouth	Flavobacteriia	class	482	0.537232916105
711894952_NA0019790626_4_mouth	Bulleidia	genus	14	0.0156042755715
711894952_NA0019790626_4_mouth	Bulleidia extructa	species	14	0.0156042755715
711894952_NA0019790626_4_mouth	Burkholderiaceae	family	124	0.138209297919
711894952_NA0019790626_4_mouth	Solobacterium	genus	93	0.103656973439
711894952_NA0019790626_4_mouth	Erysipelotrichaceae	family	107	0.119261249011
711894952_NA0019790626_4_mouth	cellular organisms	no_rank	89719	100.0
711894952_NA0019790626_4_mouth	Olsenella	genus	11	0.0122605022348
711894952_NA0019790626_4_mouth	Olsenella uli	species	2	0.0022291822245
711894952_NA0019790626_4_mouth	Gemella sp. oral strain A31SC	species	5	0.00557295556125
711894952_NA0019790626_4_mouth	Actinomyces sp. oral strain B19SC	species	3	0.00334377333675
711894952_NA0019790626_4_mouth	Cardiobacteriales	order	6	0.0066875466735
711894952_NA0019790626_4_mouth	Pasteurellales	order	10971	12.2281790925
711894952_NA0019790626_4_mouth	Granulicatella elegans	species	20	0.022291822245
711894952_NA0019790626_4_mouth	Filifactor alocis	species	107	0.119261249011
711894952_NA0019790626_4_mouth	Anaeroglobus	genus	12	0.013375093347
711894952_NA0019790626_4_mouth	Anaeroglobus geminatus	species	12	0.013375093347
711894952_NA0019790626_4_mouth	Leptotrichia wadei	species	88	0.098084017878
711894952_NA0019790626_4_mouth	Leptotrichia hofstadii	species	28	0.031208551143
711894952_NA0019790626_4_mouth	Leptotrichia shahii	species	91	0.101427791215
711894952_NA0019790626_4_mouth	Bacteroidales	order	8409	9.37259666291
711894952_NA0019790626_4_mouth	Porphyromonadaceae	family	3382	3.76954714163
711894952_NA0019790626_4_mouth	Prevotellaceae	family	4917	5.48044449894
711894952_NA0019790626_4_mouth	Rothia aeria	species	89	0.0991986089903
711894952_NA0019790626_4_mouth	Clostridia	class	1733	1.93158639753
711894952_NA0019790626_4_mouth	Clostridiales	order	1733	1.93158639753
711894952_NA0019790626_4_mouth	Lachnospiraceae	family	1196	1.33305097025
711894952_NA0019790626_4_mouth	Peptostreptococcaceae	family	345	0.384533933726
711894952_NA0019790626_4_mouth	Peptococcaceae	family	12	0.013375093347
711894952_NA0019790626_4_mouth	Lactobacillales	order	26934	30.0203970174
711894952_NA0019790626_4_mouth	Aerococcaceae	family	93	0.103656973439
711894952_NA0019790626_4_mouth	Carnobacteriaceae	family	3376	3.76285959496
711894952_NA0019790626_4_mouth	Megasphaera micronuciformis	species	158	0.176105395736
711894952_NA0019790626_4_mouth	Dialister sp. E2_20	species	21	0.0234064133573
711894952_NA0019790626_4_mouth	Neisseria dentiae	species	11	0.0122605022348
711894952_NA0019790626_4_mouth	Cardiobacterium valvarum	species	6	0.0066875466735
711894952_NA0019790626_4_mouth	Tannerella	genus	100	0.111459111225
711894952_NA0019790626_4_mouth	Scardovia	genus	2	0.0022291822245
711894952_NA0019790626_4_mouth	Bacteroidia	class	8433	9.39934684961
711894952_NA0019790626_4_mouth	Flavobacteriales	order	482	0.537232916105
711894952_NA0019790626_4_mouth	Actinobacteria	phylum	3932	4.38257225337
711894952_NA0019790626_4_mouth	Fusobacteriia	class	3841	4.28114446215
711894952_NA0019790626_4_mouth	Fusobacteriales	order	3841	4.28114446215
711894952_NA0019790626_4_mouth	Fusobacteriaceae	family	2527	2.81657174066
711894952_NA0019790626_4_mouth	Spirochaetes	phylum	482	0.537232916105
711894952_NA0019790626_4_mouth	Spirochaetia	class	482	0.537232916105
711894952_NA0019790626_4_mouth	Neisseriales	order	16349	18.2224500942
711894952_NA0019790626_4_mouth	Rhodocyclales	order	2	0.0022291822245
711894952_NA0019790626_4_mouth	Desulfobacterales	order	16	0.017833457796
711894952_NA0019790626_4_mouth	Desulfobulbaceae	family	16	0.017833457796
711894952_NA0019790626_4_mouth	Campylobacterales	order	562	0.626400205085
711894952_NA0019790626_4_mouth	Faecalibacterium	genus	2	0.0022291822245
711894952_NA0019790626_4_mouth	Capnocytophaga genomosp. C1	species	2	0.0022291822245
711894952_NA0019790626_4_mouth	Selenomonas genomosp. P5	species	31	0.0345523244798
711894952_NA0019790626_4_mouth	Oribacterium	genus	691	0.770182458565
711894952_NA0019790626_4_mouth	Actinomyces dentalis	species	25	0.0278647778063
711894952_NA0019790626_4_mouth	Streptococcus sp. S16-11	species	14	0.0156042755715
711894952_NA0019790626_4_mouth	Capnocytophaga genosp. AHN8471	species	18	0.0200626400205
711894952_NA0019790626_4_mouth	Peptostreptococcus stomatis	species	92	0.102542382327
711894952_NA0019790626_4_mouth	Bergeyella sp. AF14	species	143	0.159386529052
711894952_NA0019790626_4_mouth	Aggregatibacter	genus	800	0.8916728898
711894952_NA0019790626_4_mouth	Streptococcus sp. 11aTha1	species	11832	13.1878420401
711894952_NA0019790626_4_mouth	Veillonella rogosae	species	21	0.0234064133573
711894952_NA0019790626_4_mouth	Prevotella nanceiensis	species	315	0.351096200359
711894952_NA0019790626_4_mouth	Prevotella maculosa	species	6	0.0066875466735
711894952_NA0019790626_4_mouth	Lachnoanaerobaculum saburreum	species	42	0.0468128267145
711894952_NA0019790626_4_mouth	Atopobium sp. DMCT15023	species	3	0.00334377333675
711894952_NA0019790626_4_mouth	Synergistetes	phylum	198	0.220689040226
711894952_NA0019790626_4_mouth	Olsenella sp. F0004	species	9	0.0100313200103
711894952_NA0019790626_4_mouth	Erysipelotrichia	class	107	0.119261249011
711894952_NA0019790626_4_mouth	Erysipelotrichales	order	107	0.119261249011
711894952_NA0019790626_4_mouth	Mycoplasma sp. M221-9	species	89	0.0991986089903
711894952_NA0019790626_4_mouth	Clostridiales incertae sedis	no_rank	144	0.160501120164
711894952_NA0019790626_4_mouth	Bacillales incertae sedis	no_rank	3654	4.07271592416
711894952_NA0019790626_4_mouth	Bacillales Family XI. Incertae Sedis	no_rank	3654	4.07271592416
711894952_NA0019790626_4_mouth	Ruminococcaceae	family	4	0.004458364449
711894952_NA0019790626_4_mouth	Parvimonas	genus	194	0.216230675777
711894952_NA0019790626_4_mouth	Clostridiales Family XIII. Incertae Sedis	family	144	0.160501120164
711894952_NA0019790626_4_mouth	Tenericutes	phylum	98	0.109229929001
711894952_NA0019790626_4_mouth	Actinomyces oris	species	3	0.00334377333675
711894952_NA0019790626_4_mouth	Leptotrichia hongkongensis	species	57	0.0635316933983
711894952_NA0019790626_4_mouth	Propionibacterium acidifaciens	species	9	0.0100313200103
711894952_NA0019790626_4_mouth	Lautropia sp. TeTO	species	124	0.138209297919
711894952_NA0019790626_4_mouth	Synergistia	class	198	0.220689040226
711894952_NA0019790626_4_mouth	Synergistales	order	198	0.220689040226
